address,advantage,city,company_name,education,industry,industryLables,label,position_detail,position_name,salary,size,stage,work_year
3. 优秀的沟通能力、责任感、主人翁意识和团队合作观念。



优先加分
1. 熟悉使用EXCEL、Google sheet、SQL、Python等数据分析软件。
2. 有过参与或独立负责用户增长方面的工作经历。
3. 熟悉关于深度学习或机器学习的一项或多项。

",数据分析师,15k-30k,2000人以上,上市公司,不限

,"500强,年奖高,福利多",上海,平安好房（上海）电子商务有限公司,本科,电子商务,[],"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']","
职位描述：

工作职责：1. 洞察各产品线核心业务，为各业务线制订业绩目标并进行定期检视、监控与预警；2. 监控业务运营情况，获取和整理数据，对异常波动进行深入分析和定位，产出数据分析报告，支持业务决策和运营决策；3. 负责数据平台的规划和设计，沟通需求并推动可视化分析报表落地；任职要求：1. 计算机、统计学、数学等相关专业，本科及以上学历， 1年及以上数据产品或数据分析相关工作经验；2. 良好的逻辑思维能力与业务解读能力，能从海量数据中发现有价值的数据规律3. 良好的数据敏感度，沟通能力，呈现和表达能力4. 熟练使用常用的数据分析工具，如SQL，Excel等

",数据分析师,10k-20k,500-2000人,上市公司,1-3年

,"五险一金,股权期权,平台大,独角兽企业",杭州,杭州大搜车汽车服务有限公司,本科,"移动互联网,O2O","['金融', '数据挖掘']","['技能培训', 'Geek', '开放', '扁平管理']","
职位描述：

【岗位职责】
1. 对部门及公司决策提供数据支持；参与各业务部门的重点项目，负责从数据的角度给出决策建议；
2. 数据提炼、分析、归纳用户属性、行为等信息，完成分析结果；
3. 处理用户海量数据，挖掘用户行为特征，为产品、运营提供参考依据；
4. 针对具体业务问题，研究影响用户的潜在因素，进行数据分析验证并提出改善举措；
5. 能实现业务所需的数据分析的应用系统开发。

?【任职要求】
1. 本科或以上学位；数学、统计学、计算机、金融或相关专业；3年以上互联网数据分析工作经验；
2. 熟悉多种数据源深度诊断性组合分析、挖掘和建模、数理统计、数据分析、数据挖掘以及常用算法；
3. 熟悉SQL语言，熟练操作Excel，熟练使用1种以上数据分析和挖掘工具（如SPSS/Clementine、SAS/EM、R等）；?
4. 商业感觉敏锐，对数据敏感，能快速理解业务，能主动寻找业务各环节中数据分析的应用机会；?
5. 良好的逻辑分析、文字表达及沟通推进能力，能独立完成专题分析及跟进落地；?
6. 良好的学习与抗压能力，能自我驱动，有强烈的责任感。

?

",数据分析师 08-02-29,10k-20k,2000人以上,D轮及以上,3-5年

,六险一金，弹性工作，免费三餐，租房补贴,北京,北京字节跳动科技有限公司,本科,"移动互联网,数据服务",['数据分析'],"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']","
职位描述：

        职位职责：
1、基于用户增长及渠道推广，负责业务分析模型的搭建，不断调优业务分析模型；
2、负责日常数据的监控及分析，发现并定位数据异常原因，提出解决方案；
3、提供日常数据支持，为业务拓展及优化提供决策建议；
4、定期针对业务及行业发展输出分析报告。

职位要求：
1、统计、数学、计算机、相关专业；
2、1年以上数据分析工作经验，熟练掌握Hive/SQL，精通Excel，掌握Tableau等BI工具尤佳；
3、结构化思维，对数据敏感，自我驱动强，能通过数据主动发现问题并解决问题；
4、具备抽象思维能力，能将重复的工作自动化。
        
",数据分析师,13k-25k,2000人以上,C轮,3-5年

"['木樨园', '角门', '马家堡']","临近地铁,发展大,六险一金,福利好",北京,北京值得买科技股份有限公司,不限,"移动互联网,电子商务",[],"['技能培训', '带薪年假', '各种主题趴', '海量产品体验']","
职位描述：

岗位职责：
1、负责搭建好物频道数据分析体系，建设业务数据报表，对数据进行监控分析，根据数据分析快速有效定位问题并提出解决方案；
2、根据频道业务目标，参与制定运营计划，并对业务KPI指标进行拆解；
3、分析用户特征、行为路径、转化率、活动效果等运营核心数据，提供数据反馈和建议；
4、深入理解业务，通过各类数据分析发现业务趋势，发掘可能存在的业务提升点；
5、对运营数据进行挖掘和分析，对运营策略搭建及拟定予以数据支持；
6、梳理业务流程，管理及优化运营数据分析模块，搭建业务分险预警体系建立异常预警机制；
7、结合业务发展需求，定期进行数据分析报告撰写及数据汇报工作；
任职资格：
1、2年及以上互联网产品数据运营经验，熟悉自营电商及天猫、京东等运营流程，具备电商运营工作经历者优先；
2、对数据敏感，熟练掌握指标制定、数据采集和数据分析的方法，并能够基于数据优化产品；
3、对用户需求敏感，具有较强的协调能力、逻辑能力。
4、具有较强的组织、协调、沟通能力以及良好的服务意识和学习能力，执行力强且具有较强的抗压能力；

",数据分析师,15k-25k,500-2000人,A轮,1-3年

"['上地', '马连洼', '西二旗']","15薪,13天年假,免费3餐,六险二金",北京,贝壳找房（北京）科技有限公司,本科,"移动互联网,O2O",[],"['股票期权', '带薪年假', '绩效奖金', '扁平管理']","
职位描述：

工作职责:1、熟悉互联网行业常用数据分析指标，掌握产品运营数据的监控和分析方法；2、熟悉用户分析方法论，深掘用户价值；2、熟悉数据仓库，能尽快熟悉公司的数据源和提数环境，能按需求准确及时的提取符合要求的数据；3、对数据敏感，建设、完善数据报告体系，提升现有数据分析的便捷性和深度；4、具有独立承担复杂分析任务的能力，支持各方不定期的数据相关需求；任职资格:1、本科及以上学历，3年以上IT/互联网数据分析或大数据相关岗位工作经验；2、熟悉数据分析领域常见产品，了解数据挖掘的相关知识，对数据采集、加工、可视化有深入理解，有大数据相关从业经验优先；3、熟悉Hive、SQL、Oracle、MySQL，熟悉数据库相关工具；4、对商业数据分析和业务逻辑敏感，具备较强的创新思维和逻辑分析能力；5、精通Excel、PPT、Xmind等办公软件，具备良好的书面和口头表达能力；6、数学、统计学或计算机专业毕业者优先；7、具有良好的组织沟通能力和团队精神，讲诚信，执行力强，愿意分享和承担责任；8、有用户画像、用户洞察等项目经验优先。

",数据分析,20k-40k,2000人以上,C轮,3-5年

,"弹性工作,最高20薪,扁平化管理,团队大牛多",上海,上海基分文化传播有限公司,本科,移动互联网,[],"['专项奖金', '带薪年假', '弹性工作', '管理规范']","
职位描述：

工作职责：1. 深入了解产品和业务，对问题进行深入数据分析，帮助运营决策、产品和业务策略发现、分析和解决问题，并建立相关的分析模型2. 设计和验证数据分析模型，结合公司的业务需求，验证模型的有效性并不断优化
任职资格:岗位要求：1. 本科及以上学历，信息、管理科学、统计、应用数学等相关专业优先2. 能熟练运用SQL（熟练使用Python等更佳），独立且高效地完成数据的提取及分析，有处理海量数据的经验3. 有数据敏感度，能从海量数据中提取核心结论，并用清晰且简洁的方式呈现其商业洞察4. 逻辑思维清晰，严谨细致，有良好的沟通理解能力和跨团队协作精神

",数据分析师,20k-40k,500-2000人,上市公司,3-5年

"['中关村', '苏州街', '苏州桥']","互联网金融,专业团队,发展前景,福利待遇",北京,北京融联世纪信息技术有限公司,本科,"移动互联网,金融",['金融'],"['股票期权', '专项奖金', '通讯津贴', '带薪年假']","
职位描述：

工作职责：
1、通过数据监控发现企业运营中的问题，并给出决策支持建议；?
2、精细化运营支持及策略优化。例如配合业务方设立定价和竞价机制、促销策略等；?
3、完善数据评估机制，推动公司的数据化运营。

任职要求：
1、统招本科及以上学历，统计、金融、计算机等相关专业，三年以上相关工作经验；?
2、熟悉数据分析工具和数据分析模型。熟练运用SQL，对R、spss等数据建模工具有一定的掌握；?
3、商业嗅觉灵敏同时善于沟通，能够深入了解业务挖掘业务问题和痛点，通过商业分析为公司运营决策、产品方向、销售策略提供数据支持；?
4、较强的学习能力，能承担一定的工作压力。

",数据分析师,15k-30k,500-2000人,D轮及以上,3-5年

,"纽交所上市,在线教育,核心产研,大数据部",北京,北京世纪好未来教育科技有限公司,本科,"移动互联网,教育","['大数据', '需求分析']","['上市公司', '领军企业', '五险一金', '住福计划']","
职位描述：

岗位职责：
1、负责业务发展问题诊断与剖析，通过联合业务发起专项研究与分析帮助业务优化问题或引领业务发展，并且最终将分析结论落地为可复用的系统、产品、方法论。
2、负责主要竞品及外部市场的持续性研究，为业务拓展决策提供系统化支持。
3、承担新人培养，研究方法沉淀等基础团队建设工作

任职要求：
1、硕士及以上学历，社会学、计算机、人机交互、心理学等相关专业毕业；
2、优秀的数据统计分析能力。至少精通一款统计分析软件，熟练掌握sql等数据语言，有R等大数据处理分析软件基础；
3、研究或分析工作经验在2年以上，熟悉各种定性、定量用研方法，有通过分析/研究推动业务落地的能力及案例；
4、善于沟通，勤于反思，执行力强，责任心强，可快速适应项目及环境变化；
5、有课外辅导行业背景者优先；对课外辅导行业有独特认知者优先；有产品设计能力者优先。

",大数据部-用户研究员（会数据分析）,15k-30k,2000人以上,上市公司,3-5年

,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,北京,北京字节跳动科技有限公司,本科,"移动互联网,数据服务",[],"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']","
职位描述：

        职位职责：
1、深入了解业务，定义客户、销售、线索等多维度的核心指标；
2、获取并分析数据，定位业务问题，给出解决方案；
3、开展业务分析，制定客户增长、留存、分级、推荐等策略，并推进策略落地；
4、设计业务监控及报表体系，为业务提供决策支持。

职位要求：
1、本科以上学历，统计学相关专业优先；
2、1年以上数据产品、数据分析、数据策略等工作经验；
3、熟练掌握SQL语言，了解Hadoop/Hive/数据库设计经验优先；
4、具有快速的业务理解及学习能力，逻辑思维、自我驱动、抗压能力强；
5、有广告投放、客户增长相关经验者优先。
        
",数据分析师-增长策略方向,15k-30k,2000人以上,C轮,1-3年

"['中关村', '知春路', '双榆树']",六险一金，交通补助，午餐补助，话费补助,北京,百融金融信息服务股份有限公司,不限,"金融,数据服务","['大数据', '金融']","['技能培训', '股票期权', '带薪年假', '定期体检']","
职位描述：

岗位职责：
1. 负责消费金融/现金贷款类金融客户的建模工作（信用风险模型、欺诈风险模型、行为评分模型等）
2. 了解客户需求，将风控方面的业务诉求转化为分析建模工作任务
3. 跟进分析、建模项目进度，推动合作项目进展，促进客户合作
任职要求：
1. 熟练使用R或Python或SAS分析工具
2. 掌握逻辑回归模型、信用风险评分卡开发技能，有信用风险评分卡建模项目经验，有其他建模技能加分
3. 能够撰写分析建模过程报告和结果报告
4. 展示分析结果、交流沟通分析结果、体现分析结果带来的价值
5. 挖掘客户的业务诉求、理解客户业务目标、并能够恰当给与客户反馈和建议、制定后续行动计划
6. 能够根据业务目标或业务场景转化为数据分析任务
7. 有分析建模项目经验，并能主动推动项目进度
8. 金融机构、信贷机构、咨询公司、数据分析公司从业背景为佳

",数据分析师,15k-25k,500-2000人,C轮,不限

"['中关村', '北京大学', '颐和园']",大平台,北京,北京奇艺世纪科技有限公司,本科,"广告营销,文化娱乐",[],"['绩效奖金', '五险一金', '交通补助', '带薪年假']","
职位描述：

岗位职责：
1、了解互联网行业、信息流行业，可根据业务场景进行相关数据分析研究，并定期产出分析报告； 2、负责业务部门的常规报表需求，按时完成相关数据分析工作； 3、负责日常数据监控、业务运营分析、数据异常预警机制等，确保业务风险可控； 4、针对运营过程中的问题，通过数据分析给出解决方案及建议，以及其他常规工作的支持。
任职要求：
1、熟练操作excel、PPT等工具，掌握SQL等相关语言； 2、具有信息流优化经验者优先； 3、具有互联网相关运营经验者优先。

",数据分析师-销售,7k-12k,2000人以上,上市公司,1-3年

"['酒仙桥', '大山子', '将台路']",核心业务，创新团队,北京,奇虎360科技有限公司,本科,"移动互联网,游戏",['大数据'],[],"
职位描述：

职位描述：
1、负责互联网产品的运营数据分析体系搭建；
2、负责决策及市场数据模型、平台、产品的规划建设；
3、参与构建各种分析模型，跟踪和分析运营数据，发现潜在的缺陷与机会，为业务决策提供数据支撑，并推进落地；

任职要求：
1、本科及以上学历；
2、3年以上数据运营、数据分析工作经验；
3、熟练使用SAS、SPSS、R、Excel等工具，了解常用数据挖掘方法和模型；
4、对数据敏感；
5、良好的逻辑分析能力和文字表达能力；
6、良好的沟通交流、团队合作精神及项目管理能力；
7、具备互联网行业项目经验者优先，具备hadoop+hive使用经验者优先，具备海量数据挖掘项目经验者优先；

",数据分析师,20k-30k,2000人以上,上市公司,3-5年

"['角门', '木樨园', '马家堡']","晋升机清晰,团队氛围好,六险一金",北京,北京值得买科技股份有限公司,本科,"移动互联网,电子商务","['电商', 'BI', '数据运营']","['技能培训', '带薪年假', '各种主题趴', '海量产品体验']","
职位描述：

工作职责：
1、负责商品库和品牌库的建设、产品运营和数据分析；
2、推进公司数据平台的建设及维护；分析业务实际需求，协助产品技术部门进行数据产品开发并完成验收；
3、制定产品线的短期和长期发展方向，并为达到既定的业务目标不断进行调整；
4、持续跟踪产品线的效果，分析产品、用户体验、与转化率等核心指标；
5、组织产品与运营模式的内外部调研分析，进行用户数据分析并找到对应的提升方案；
6、熟悉互联网行业的数据分析行为，能使用现有的互联网数据统计工具，做用户行为分析和用户画像；
7、熟练运用各种内外部数据统计工具，快速响应数据需求；通过数据挖掘和统计报表，提升业务部门运营数据的透明度，提升运营效率；
8、根据数据部门提供的底层数据，发现数据变化，形成初步的数据分析报告

岗位需求：
1、3年以上互联网或软件行业数据产品经理或数据运营等相关的工作经验，对网络产品的交互设计、用户体验提升、功能易用性等有成熟经验和认识；
2、具备较强的项目管理能力、敏感的数据意识、善于分析用户需求、熟练使用网络产品设计软件；
3、能够熟练使用各种工具描述业务需求。
4、数学、计算机、统计学、计量经济学、数据挖掘等数据分析相关的专业本科以上学历；
5、有数据分析或数据挖掘经验，有IT大数据分析经验，电商网站经验、互联网数据建模分析经验者优先；
6、具备大数据的处理能力优先；?
7、良好的数据敏感度，能从海量数据或多源数据中提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；具备与业务、运营部门协同工作的能力?
8、具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目经验。

",数据分析-商品库,12k-15k,500-2000人,A轮,1-3年

['张江'],"移动金融,未来金矿,精英团队,助力成长",上海,上海数禾信息科技有限公司,本科,"移动互联网,金融",[],"['股票期权', '通讯津贴', '交通补助', '午餐补助']","
职位描述：



职位描述：

岗位简述
为业务分析提供数据支持并且建立监控体系。利用扎实的数据技术功底，进行海量数据的处理和数据指标体系的基建工作，能建立分析框架，能够进行量化分析和数据挖掘。

岗位职责?
针对业务的问题，通过使用SQL/Hive等工具对数据的清洗、特征抽取、分析，得出有效的结论，推动业务优化。
使用SPSS/R/Python/SAS等工具，针对业务的需求进行建模，得出有效的业务分析结论，并撰写业务分析报告。
基于对业务的了解，建立从宏观到微观的数据指标观测体系。
建立业务分析框架，指导用户经营。


任职要求
能够熟练使用EXCEL、SAS、SPSS、R等常用数据分析或挖掘工具，数据分析基本功扎实；
能够快速理解业务，思维活跃，能分析解读用户数据、运营数据；
具有非常强的归纳总结能力及逻辑思维能力，能够从数据中挖掘业务线索，通过数据的层层拆解解决业务问题。
具备责任心和认真负责的工作态度，具有良好沟通表达能力，和撰写商业分析报告的能力。
熟悉Hive数据仓库架构、熟悉数据建模，精通SQL编程，具备海量数据加工处理（ETL）相关经验的优先；

",数据分析师,20k-30k,150-500人,不需要融资,3-5年

"['上地', '西北旺', '马连洼']",团队棒,北京,小船出海教育科技（北京）有限公司,本科,"移动互联网,教育",[],"['股票期权', '免费三餐', '打车报销', '14薪']","
职位描述：

工作职责:1、结合业务的发展目标，建立用户全生命周期分析，追踪分析用户行为，最大化用户价值 ? ? ?2、通过数据分析挖掘和研究用户需求，产出分析成果为产品改进提供数据支持，帮助完成产品优化常态化输出反馈分析报告，提供给渠道、运营、产品线负责人，支撑进行产品线决策3、沉淀日常分析需求，搭建平台化数据分析体系，建立例行的数据监控和汇报机制4、优化和改进现有的数据统计和报表系统，提升分析效率5、透过用户行为数据分析，明确潜在商业化价值，提出增值方案任职资格:年以上相关经验，统计、数学、计算机、经济、金融相关专业；良好的分析能力和逻辑思维，具备条理性、数据敏感性；工作严谨，责任心强，执行力高，有团队意识；掌握python等一门脚本语言加分项。

",数据分析师,20k-35k,2000人以上,C轮,3-5年

,"平台好,环境好,氛围好,机会多",上海,上海艾天科技有限公司,不限,"企业服务,数据服务","['云计算', '大数据']","['""""']","
职位描述：

1.参与数据挖掘模型的构建、维护、部署和评估； ? ? 2.承担部门核心数据资产的运营、迭代优化和更新工作； ? ? 3.响应大数据行业应用侧需求，完成基于数据资产的处理、关联和输出； ? ?
岗位职责：
1.计算机、统计学相关专业，三年以上数据挖掘分析或数据运营经验； ? ? 2.有扎实的数据统计和挖掘分析知识，具备数据运营思维和职业习惯； ? ? ? 3.熟练使用数理统计、数据分析、数据挖掘工具软件，熟悉Python、SAS、SPSS、Matlab、R等语言；能熟练使用关系型数据库、熟悉一种以上NoSQL数据库 ? ?

",数据分析师,10k-20k,15-50人,不需要融资,3-5年

,海量数据,北京,北京蚂蜂窝网络科技有限公司,本科,"移动互联网,旅游","['大数据', '数据挖掘']","['弹性工作', '扁平管理', '氛围好', '年度体检']","
职位描述：

岗位职责:1、负责马蜂窝相关业务数据分析，定期完成日、周、月、季报等数据报告工作2、通过用户行为分析，挖掘用户偏好，指导产品改进和运营活动优化3、梳理并构建商业化部门数据体系，策划并推动数据产品化
任职资格:1、本科及以上学历，统计学、应用数学相关专业优先考虑2、2年以上互联网数据分析经验，熟练使用SQL，具备基本的编程能力3、具有一定的数据挖掘、数据建模能力，能够熟练使用统计工具软件者优先4、具有较强的学习能力，良好的逻辑分析能力与沟通能力

