position_name,city,company_name,salary,education,industry,address,industryLables,label,advantage,size,stage,work_year,position_detail

机器学习工程师,上海,上海翼依信息技术有限公司,17k-34k,硕士,"移动互联网,医疗健康","['场中路', '汶水路', '共和新路']","['医疗健康', '大数据', '人工智能', '深度学习', 'NLP']","['节日礼物', '股票期权', '爱心下午茶', '五险一金']","医疗AI,人工智能,团队成长,领导nic",50-150人,B轮,3-5年,"
职位描述：

岗位描述：
1.深度解读和分析行业相关数据的特点，进行数据观察，实现数据的准备工作；
2.应用先进的统计建模、数据挖掘、机器学习等方法建立符合医药行业特征和需求的模型解决相关问题；
3.构建完善的指标体系，通过算法选型和超参调优等手段，完成算法的迭代和优化，不断提升模型实践效果，遇到问题时，能够迅速锁定问题源头并提出解决方案；
4.跟踪学习机器学习算法领域的前沿技术和业界先进应用，不断探索创新，通过技术驱动用户价值的提升；

任职要求：
1.本科及以上学历，生物信息学，人工智能，数据挖掘，数学、计算机、信息技术等相关专业，能熟练阅读英文材料；
2.三年以上数据分析和挖掘或者行业研究等方面的相关工作经验，有医疗项目经验者优先；
3.具备较好的抗压能力、沟通能力和团队精神，勇于承担技术难度大、有挑战性的工作任务，能够直面问题，敢于承担风险和责任，并协调相关资源；
4.具备扎实的理论基础（统计分析、假设检验、预测模型），熟悉回归、分类、聚类等算法，熟悉数据统计建模、数据挖掘、机器学习方法，精通分类模型；
5.有很强的数据观察能力，能从海量数据提炼核心结果；能系统化的分析问题的根源及因果，并确定核心关键点；有丰富的数据分析、挖掘、清洗和建模的经验；
6.熟悉java、python语言，以及R，matlab，SQL、SAS，stata，spss中任意一种或多种。?

"

Python工程师-机器学习方向,北京,北京曜辉信息科技有限公司,20k-35k,本科,"移动互联网,企业服务",['来广营'],"['大数据', '算法', '数据挖掘']","['弹性工作', '领导好', '扁平管理', '快速成长']","高成长,机会大,全额险金,有零食",15-50人,未融资,1-3年,"
职位描述：

数据分析和数据挖掘，搭建和优化推荐系统。

岗位职责：
1.负责数据分析和数据挖掘；
2.?搭建和持续优化推荐系统；
3.参与业务系统讨论和开发，与数据系统对接；
4.参与数据的爬取和清洗；
5.快速定位和修复软件问题；
6.帮助其它经经验较少工程师快速成长.

任职要求：
1.至少1年以上用于商业化的数据分析/机器学习方面的开发经验；
2.熟悉推荐系统常用方式和算法（包括特征选择），如协同过滤等，能够独立搭建并持续优化；
3.精通常用算法和原理，如线性回归、岭回归、逻辑回归、SVM、k-means、决策树、朴素贝叶斯等；
4.熟练使用Python语言和数据分析库、如:numpy、scipy、panda等；
5.独立阅读并实践英文论文加分；
6.熟悉深度学习常用算法、如CNN、DNN等加分；
7.熟悉机器学习常用框架、如果TF、Spark+MLlib、Cafe等加分；
8.?积极向上，勇于挑战，善于沟通，能够承受一定的工作压力。

"

AI Lab机器学习系统工程师,北京,北京字节跳动科技有限公司,20k-40k,本科,"移动互联网,数据服务",,[],"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",弹性工作，免费三餐，租房补贴，扁平管理,2000人以上,C轮,1-3年,"
职位描述：

职位职责：
1、负责今日头条AILab机器学习系统开发，包括计算组件开发，任务流调度，机器学习系统管理和运维，机器学习算法部署、模型在线服务等
2、为系统设计和实现合理的在线和离线架构，优化前后端性能，配合产品迭代开发

职位要求：
1、熟练掌握Linux环境下的C/C++/Go/Python/Javascript等1至2种以上语言
2、掌握分布式系统原理，有实际的分布式系统或应用开发经验
3、熟悉各类机器学习算法，熟悉Tensorflow,Caffe,MxNet或其它机器学习框架

有以下相关经验者优先：
1）从事过大规模分布式系统，如云计算，机器学习系统的开发和运维
2）深度学习，海量数据处理和并行计算开发
3）GPU/FPGA高性能计算，RDMA高性能网络
4）熟悉Web开发

"

机器学习工程师,深圳,上海海万信息科技股份有限公司,10k-20k,本科,"移动互联网,金融","['亮马桥', '三元桥', '燕莎']",[],[],"机器学习,交通便利,环境好",500-2000人,不需要融资,1-3年,"
职位描述：

1.毕业满2年，本科以上学历。1年机器学习、大数据处理开发经验；
2.有一定的数学功底，包括且不限于统计学，线性代数等；
3.对机器学习的基本算法有一定理解。如分类、回归、聚类等；
4.掌握Python语言，熟悉基于Python的scikit-learn/nump等传统机器学习包；
5.有良好的逻辑表达能力与沟通能力，善于学习并乐于分享新知识，富有创造力和独立解决问题的能力；
6.具备天池/Kaggle等国内外大型DataScience竞赛经验者优先。

"

机器学习平台-平台工程专家,北京,北京嘀嘀无限科技发展有限公司,20k-40k,本科,移动互联网,"['西北旺', '上地', '马连洼']",['移动互联网'],"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",丰厚期权,2000人以上,不需要融资,5-10年,"
职位描述：

1.大规模机器学习平台架构设计及建设；
2.负责机器学习平台各子系统的研发，提升系统的稳定性、可运维性和扩展性；
3.通过技术手段，提升平台的易用性和稳定性，提高平台资源使用率；
4.通过技术手段，提升平台资源转变为业务价值的转化率。

1.计算机或相关专业，三年以上工作经验；
2.业务思维和系统思维并重；
3.熟悉容器、虚拟化，调度；
4.了解机器学习，深度学习，有相关实践经验者优先。

"

算法工程师—机器学习方向,北京,百融金融信息服务股份有限公司,15k-30k,本科,"金融,数据服务","['中关村', '知春路', '双榆树']","['金融', '数据挖掘']","['技能培训', '股票期权', '带薪年假', '定期体检']","五险一金,商业保险,弹性工作,领导是大牛",500-2000人,C轮,不限,"
职位描述：

岗位职责：
??1、负责金融场景反欺诈规则衍生和验证
??2、负责反欺诈关系图谱特征挖掘和实现
??3、负责前沿算法研究，并尝试应用到金融场景

岗位要求：
??1、熟悉java/c++/python至少一种语言
??2、熟悉常见数据挖掘算法，并有具体应用、调优经验
??3、数据敏感，逻辑严谨

"

机器学习工程师,北京,深圳晶泰科技有限公司,12k-24k,硕士,"企业服务,医疗健康","['北京大学', '颐和园', '中关村']",[],"['节日礼物', '股票期权', '岗位晋升', '扁平管理']","工作居住证,五险一金,带薪年假,MIT大牛",50-150人,B轮,1-3年,"
职位描述：

我们正在寻找不平凡的你，一同奋战的伙伴，未来的中坚力量！


技能：

0.强大的自学能力
1.熟悉Python
2.熟悉PCA,SVM,Bayesian,ANN等常见机器学习相关算法
3.熟悉常用图像识别算法
4.了解Hadoop,Spark等分布式数据存储和计算的框架，并有实际使用经验

工作描述：

0.为机器学习平台开发基础算法模块
1.针对项目需求，对机器学习模型进行优化
2.与前端配合，进行结果的可视化展示

加分项：

0.Github开源项目经验
1.技术博客

"

高级机器学习研究员,北京,联想（北京）有限公司,25k-50k,硕士,"移动互联网,数据服务","['西二旗', '龙泽', '回龙观']",[],"['技能培训', '待遇优厚', '晋升空间', '五险一金']","大平台,超棒团队,超赞福利,五险一金",2000人以上,上市公司,5-10年,"
职位描述：

职位职责?
·???????利用机器学习，数理统计或最优化等技术和方法对实际业务大数据及其应用场景进行多维度分析和研究，帮助优化实际运营及提供业务决策。
·???????通过和业务部门密切协作，研究理解业务流程和模型；寻找及验证结构化和非结构化数据的规律，从而利用数据分析的成果帮助业务部门优化流程，提升客户体验和节省运营成本。
·???????通过数据ETL有效建立数据样本，设计、开发或利用高效的数据分析算法和工具来解决复杂业务问题；并在要求的时间和项目范围内完成所承担的任务。
·???????利用可视化分析或BI工具，完成高质量的研究分析报告，和业务部门沟通推广项目成果。
·???????从事数据科学和业务智能(BI)相关的新技术和应用方案的研究和开发。
职位要求
?
基本要求：
·???????计算机科学，统计或运筹学，应用数学等相关学科的硕士或博士学位拥有者。
·???????具有在复杂数据相关的实际项目中，应用机器学习和深度学习模型或统计分析技术的经验和成果。
·???????具有统计学、最优化、数学模型、机器学习、深度学习和算法理论的相关训练和知识。
·???????具有数据ETL操作的经验，精通SQL，Python或R编程并能熟练使用数据工具（JMP或SAS等）的经验。
·???????深刻理解并掌握Hadoop,HDFS,MapReduce,ElasticSearch等大数据和分布式数据库相关的架构，原理和技术，熟悉Kibana，Zeppelin等可视化系统；并对SQL和NoSQL有一定研究。
·???????对探究大规模未知数据的规律和模式有强烈好奇心，对使用数学和计算机的方法解决实际问题充满兴趣。
?
优先要求：
·???????从事过分布式数据库的应用开发工作，具有SparkSQL,Sparkstreaming,Hive，Flink,Flume,Kafa等实际工程和开发经验。
·???????具有以下相关领域的理论和实践相结合的经验：数据挖掘，特征提取，维度优化，统计分析，回归分析和预测算法等。
·???????掌握至少一种面向对象的高级语言，比如Java或C++。
·???????良好的沟通，学习和协作能力。能够和非技术部门一起高效工作，落地复杂技术方案和项目。
·???????英文能力：CET-6或以上。流利的听说能力可以加分。
